antecedent,consequent,support,confidence,lift
"['whole_milk', 'soap']",['tropical_fruit'],0.0,1.0,14.5
"['soap', 'tropical_fruit']",['whole_milk'],0.0,1.0,5.98
"['whole_milk', 'syrup']",['tropical_fruit'],0.0,0.33,4.83
"['syrup', 'tropical_fruit']",['whole_milk'],0.0,1.0,5.98
['syrup'],['whole_milk'],0.0,0.29,1.71
"['canned_fruit', 'sausage']",['whole_milk'],0.0,1.0,5.98
"['canned_fruit', 'whole_milk']",['sausage'],0.0,0.33,5.4
"['canned_fruit', 'soda']",['whole_milk'],0.0,0.67,3.99
"['canned_fruit', 'whole_milk']",['soda'],0.0,0.33,3.29
['canned_fruit'],['whole_milk'],0.0,0.29,1.71
"['nut_snack', 'yogurt']",['newspapers'],0.0,0.5,12.55
"['nut_snack', 'newspapers']",['yogurt'],0.0,1.0,11.22
"['nut_snack', 'yogurt']",['other_vegetables'],0.0,0.5,3.94
"['nut_snack', 'other_vegetables']",['yogurt'],0.0,1.0,11.22
"['nut_snack', 'cream_cheese_']",['curd'],0.0,1.0,29.11
"['nut_snack', 'curd']",['cream_cheese_'],0.0,1.0,41.79
"['potato_products', 'other_vegetables']",['frankfurter'],0.0,0.5,12.9
"['potato_products', 'frankfurter']",['other_vegetables'],0.0,1.0,7.88
"['rolls/buns', 'snack_products']",['sausage'],0.0,0.5,8.1
"['snack_products', 'sausage']",['rolls/buns'],0.0,0.67,5.81
"['frozen_vegetables', 'tea']",['cat_food'],0.0,1.0,84.53
"['frozen_vegetables', 'cat_food']",['tea'],0.0,0.33,184.72
"['tea', 'cat_food']",['frozen_vegetables'],0.0,1.0,35.2
"['fish', 'other_vegetables']",['soda'],0.0,0.5,4.94
"['fish', 'soda']",['other_vegetables'],0.0,0.67,5.26
"['artif._sweetener', 'soda']",['bottled_water'],0.0,0.29,4.58
"['artif._sweetener', 'bottled_water']",['soda'],0.0,1.0,9.88
"['artif._sweetener', 'other_vegetables']",['whole_milk'],0.0,0.67,3.99
"['artif._sweetener', 'whole_milk']",['other_vegetables'],0.0,0.25,1.97
['artif._sweetener'],['soda'],0.0,0.24,2.39
['artif._sweetener'],['whole_milk'],0.0,0.28,1.65
"['light_bulbs', 'canned_beer']",['whole_milk'],0.0,0.67,3.99
"['light_bulbs', 'whole_milk']",['canned_beer'],0.0,0.29,5.96
['light_bulbs'],['whole_milk'],0.0,0.24,1.44
"['bottled_water', 'ketchup']",['soda'],0.0,0.5,4.94
"['soda', 'ketchup']",['bottled_water'],0.0,0.67,10.69
"['rum', 'whole_milk']",['ham'],0.0,0.5,29.22
"['rum', 'ham']",['whole_milk'],0.0,0.67,3.99
"['rolls/buns', 'dental_care']",['napkins'],0.0,0.67,29.78
"['dental_care', 'napkins']",['rolls/buns'],0.0,1.0,8.72
"['pip_fruit', 'dental_care']",['soda'],0.0,1.0,9.88
"['dental_care', 'soda']",['pip_fruit'],0.0,0.5,10.06
"['fruit/vegetable_juice', 'dental_care']",['butter'],0.0,0.67,18.68
"['dental_care', 'butter']",['fruit/vegetable_juice'],0.0,0.67,19.26
"['sausage', 'nuts/prunes']",['rolls/buns'],0.0,0.67,5.81
"['rolls/buns', 'nuts/prunes']",['sausage'],0.0,0.4,6.48
"['sausage', 'nuts/prunes']","['rolls/buns', 'whole_milk']",0.0,0.67,47.73
"['nuts/prunes', 'whole_milk']","['sausage', 'rolls/buns']",0.0,0.33,62.34
"['rolls/buns', 'nuts/prunes']","['sausage', 'whole_milk']",0.0,0.4,44.66
"['sausage', 'nuts/prunes', 'whole_milk']",['rolls/buns'],0.0,1.0,8.72
"['sausage', 'nuts/prunes', 'rolls/buns']",['whole_milk'],0.0,1.0,5.98
"['rolls/buns', 'nuts/prunes', 'whole_milk']",['sausage'],0.0,1.0,16.19
"['sausage', 'nuts/prunes']",['whole_milk'],0.0,0.67,3.99
"['nuts/prunes', 'whole_milk']",['sausage'],0.0,0.33,5.4
"['nuts/prunes', 'root_vegetables']",['whole_milk'],0.0,0.67,3.99
"['nuts/prunes', 'whole_milk']",['root_vegetables'],0.0,0.33,4.66
"['rolls/buns', 'nuts/prunes']",['whole_milk'],0.0,0.4,2.39
"['nuts/prunes', 'whole_milk']",['rolls/buns'],0.0,0.33,2.91
"['jam', 'pip_fruit']",['soda'],0.0,1.0,9.88
"['jam', 'soda']",['pip_fruit'],0.0,0.5,10.06
"['soda', 'brandy']",['whole_milk'],0.0,0.5,2.99
['brandy'],['whole_milk'],0.0,0.34,2.05
"['spices', 'shopping_bags']",['soda'],0.0,1.0,9.88
"['spices', 'soda']",['shopping_bags'],0.0,0.22,4.55
"['canned_beer', 'spices']",['sausage'],0.0,0.67,10.8
"['spices', 'sausage']",['canned_beer'],0.0,0.4,8.35
"['spices', 'yogurt']",['whole_milk'],0.0,0.4,2.39
"['spices', 'whole_milk']",['yogurt'],0.0,0.5,5.61
"['spices', 'soda']",['whole_milk'],0.0,0.22,1.33
"['spices', 'whole_milk']",['soda'],0.0,0.5,4.94
"['spices', 'yogurt']",['fruit/vegetable_juice'],0.0,0.4,11.55
"['spices', 'fruit/vegetable_juice']",['yogurt'],0.0,0.5,5.61
"['spices', 'soda']",['sausage'],0.0,0.22,3.6
"['spices', 'sausage']",['soda'],0.0,0.4,3.95
['spices'],['soda'],0.0,0.23,2.22
"['softener', 'vinegar']",['frankfurter'],0.0,1.0,25.8
"['softener', 'frankfurter']",['vinegar'],0.0,0.67,195.58
"['vinegar', 'frankfurter']",['softener'],0.0,0.67,243.28
"['softener', 'vinegar']","['frankfurter', 'whole_milk']",0.0,1.0,189.39
"['softener', 'frankfurter']","['vinegar', 'whole_milk']",0.0,0.67,1246.83
"['vinegar', 'frankfurter']","['softener', 'whole_milk']",0.0,0.67,831.22
"['vinegar', 'whole_milk']","['softener', 'frankfurter']",0.0,0.25,1246.83
"['softener', 'vinegar', 'frankfurter']",['whole_milk'],0.0,1.0,5.98
"['softener', 'vinegar', 'whole_milk']",['frankfurter'],0.0,1.0,25.8
"['softener', 'frankfurter', 'whole_milk']",['vinegar'],0.0,1.0,293.37
"['vinegar', 'frankfurter', 'whole_milk']",['softener'],0.0,1.0,364.93
"['softener', 'vinegar']",['whole_milk'],0.0,1.0,5.98
"['vinegar', 'whole_milk']",['softener'],0.0,0.25,91.23
"['softener', 'pip_fruit']",['whole_milk'],0.0,1.0,5.98
"['softener', 'frankfurter']",['whole_milk'],0.0,0.67,3.99
"['softener', 'yogurt']",['whole_milk'],0.0,0.5,2.99
"['softener', 'other_vegetables']",['rolls/buns'],0.0,0.33,2.91
"['softener', 'rolls/buns']",['other_vegetables'],0.0,0.4,3.15
"['softener', 'other_vegetables']","['rolls/buns', 'whole_milk']",0.0,0.33,23.86
"['softener', 'rolls/buns']","['other_vegetables', 'whole_milk']",0.0,0.4,26.96
"['softener', 'other_vegetables', 'whole_milk']",['rolls/buns'],0.0,0.67,5.81
"['softener', 'other_vegetables', 'rolls/buns']",['whole_milk'],0.0,1.0,5.98
"['softener', 'whole_milk', 'rolls/buns']",['other_vegetables'],0.0,1.0,7.88
"['softener', 'rolls/buns']",['whole_milk'],0.0,0.4,2.39
"['softener', 'soda']",['whole_milk'],0.0,0.5,2.99
"['softener', 'whole_milk']",['soda'],0.0,0.25,2.47
"['softener', 'other_vegetables']",['whole_milk'],0.0,0.5,2.99
"['softener', 'whole_milk']",['other_vegetables'],0.0,0.25,1.97
['softener'],['whole_milk'],0.0,0.29,1.75
"['packaged_fruit/vegetables', 'cereals']",['tropical_fruit'],0.0,1.0,14.5
"['packaged_fruit/vegetables', 'tropical_fruit']",['cereals'],0.0,0.33,118.75
"['cereals', 'tropical_fruit']",['packaged_fruit/vegetables'],0.0,0.67,77.93
"['bottled_water', 'cereals']",['whole_milk'],0.0,0.5,2.99
"['whole_milk', 'cereals']",['bottled_water'],0.0,0.67,10.69
"['sauces', 'rolls/buns']",['brown_bread'],0.0,0.33,8.73
"['sauces', 'brown_bread']",['rolls/buns'],0.0,1.0,8.72
"['bottled_water', 'house_keeping_products']",['soda'],0.0,1.0,9.88
"['soda', 'house_keeping_products']",['bottled_water'],0.0,0.67,10.69
"['house_keeping_products', 'semi-finished_bread']",['whole_milk'],0.0,1.0,5.98
"['canned_beer', 'house_keeping_products']",['whole_milk'],0.0,1.0,5.98
"['whole_milk', 'house_keeping_products']",['margarine'],0.0,0.27,8.31
"['margarine', 'house_keeping_products']",['whole_milk'],0.0,1.0,5.98
"['house_keeping_products', 'domestic_eggs']",['whole_milk'],0.0,0.67,3.99
"['other_vegetables', 'house_keeping_products']",['whole_milk'],0.0,1.0,5.98
"['whole_milk', 'house_keeping_products']",['other_vegetables'],0.0,0.36,2.87
"['frozen_vegetables', 'house_keeping_products']",['whole_milk'],0.0,0.5,2.99
['house_keeping_products'],['whole_milk'],0.0,0.24,1.46
"['rolls/buns', 'popcorn']",['ice_cream'],0.0,0.29,18.83
"['popcorn', 'ice_cream']",['rolls/buns'],0.0,1.0,8.72
"['pork', 'popcorn']",['oil'],0.0,0.4,26.6
"['popcorn', 'oil']",['pork'],0.0,1.0,26.43
"['hamburger_meat', 'popcorn']",['other_vegetables'],0.0,0.75,5.91
"['popcorn', 'other_vegetables']",['hamburger_meat'],0.0,0.5,22.88
"['rolls/buns', 'popcorn']",['pip_fruit'],0.0,0.29,5.75
"['pip_fruit', 'popcorn']",['rolls/buns'],0.0,0.5,4.36
"['pip_fruit', 'popcorn']",['soda'],0.0,0.75,7.41
"['popcorn', 'soda']",['pip_fruit'],0.0,0.6,12.07
"['bottled_water', 'popcorn']",['pip_fruit'],0.0,0.5,10.06
"['pip_fruit', 'popcorn']",['bottled_water'],0.0,0.5,8.02
"['rolls/buns', 'popcorn']","['bottled_water', 'pip_fruit']",0.0,0.29,142.5
"['bottled_water', 'popcorn']","['rolls/buns', 'pip_fruit']",0.0,0.5,101.09
"['pip_fruit', 'popcorn']","['rolls/buns', 'bottled_water']",0.0,0.5,106.87
"['rolls/buns', 'bottled_water', 'popcorn']",['pip_fruit'],0.0,0.67,13.41
"['rolls/buns', 'bottled_water', 'pip_fruit']",['popcorn'],0.0,1.0,311.71
"['rolls/buns', 'pip_fruit', 'popcorn']",['bottled_water'],0.0,1.0,16.04
"['bottled_water', 'popcorn', 'pip_fruit']",['rolls/buns'],0.0,1.0,8.72
"['bottled_water', 'popcorn']",['soda'],0.0,0.5,4.94
"['popcorn', 'soda']",['bottled_water'],0.0,0.4,6.41
"['rolls/buns', 'popcorn']",['bottled_water'],0.0,0.43,6.87
"['bottled_water', 'popcorn']",['rolls/buns'],0.0,0.75,6.54
"['popcorn', 'soda']",['whole_milk'],0.0,0.4,2.39
"['popcorn', 'whole_milk']",['soda'],0.0,0.25,2.47
"['pork', 'popcorn']",['other_vegetables'],0.0,0.4,3.15
"['popcorn', 'other_vegetables']",['pork'],0.0,0.33,8.81
"['yogurt', 'soups']",['citrus_fruit'],0.0,0.5,9.21
"['soups', 'citrus_fruit']",['yogurt'],0.0,1.0,11.22
"['soups', 'other_vegetables']",['whole_milk'],0.0,0.4,2.39
"['soups', 'whole_milk']",['other_vegetables'],0.0,0.29,2.25
"['rice', 'bottled_beer']",['berries'],0.0,0.5,22.88
"['rice', 'berries']",['bottled_beer'],0.0,0.67,14.52
"['rice', 'rolls/buns']",['berries'],0.0,0.4,18.3
"['rice', 'berries']",['rolls/buns'],0.0,0.67,5.81
"['rolls/buns', 'liver_loaf']",['shopping_bags'],0.0,0.33,6.82
"['shopping_bags', 'liver_loaf']",['rolls/buns'],0.0,1.0,8.72
"['sausage', 'liver_loaf']",['white_bread'],0.0,1.0,41.33
"['white_bread', 'liver_loaf']",['sausage'],0.0,0.5,8.1
"['condensed_milk', 'liver_loaf']",['frankfurter'],0.0,0.67,17.2
"['condensed_milk', 'frankfurter']",['liver_loaf'],0.0,0.33,99.75
"['liver_loaf', 'frankfurter']",['condensed_milk'],0.0,1.0,152.67
"['pip_fruit', 'liver_loaf']",['curd'],0.0,0.67,19.41
"['liver_loaf', 'curd']",['pip_fruit'],0.0,0.67,13.41
"['condensed_milk', 'liver_loaf']",['whole_milk'],0.0,0.67,3.99
"['liver_loaf', 'whole_milk']",['condensed_milk'],0.0,0.29,43.62
"['rolls/buns', 'liver_loaf']",['other_vegetables'],0.0,0.33,2.63
"['other_vegetables', 'liver_loaf']",['rolls/buns'],0.0,0.29,2.49
"['rolls/buns', 'liver_loaf']",['whole_milk'],0.0,0.33,1.99
"['liver_loaf', 'whole_milk']",['rolls/buns'],0.0,0.29,2.49
"['fruit/vegetable_juice', 'liver_loaf']",['whole_milk'],0.0,0.33,1.99
"['liver_loaf', 'whole_milk']",['fruit/vegetable_juice'],0.0,0.29,8.25
"['canned_beer', 'liver_loaf']",['whole_milk'],0.0,0.33,1.99
"['liver_loaf', 'whole_milk']",['canned_beer'],0.0,0.29,5.96
"['vinegar', 'white_bread']",['beef'],0.0,1.0,29.0
"['vinegar', 'beef']",['white_bread'],0.0,1.0,41.33
"['frozen_vegetables', 'vinegar']",['grapes'],0.0,1.0,68.01
"['frozen_vegetables', 'grapes']",['vinegar'],0.0,0.33,97.79
"['vinegar', 'grapes']",['frozen_vegetables'],0.0,1.0,35.2
"['vinegar', 'soda']",['sausage'],0.0,0.33,5.4
"['vinegar', 'sausage']",['soda'],0.0,1.0,9.88
"['vinegar', 'frankfurter']",['whole_milk'],0.0,0.67,3.99
"['vinegar', 'whole_milk']",['frankfurter'],0.0,0.25,6.45
"['vinegar', 'soda']",['domestic_eggs'],0.0,0.33,8.81
"['vinegar', 'domestic_eggs']",['soda'],0.0,0.5,4.94
"['vinegar', 'shopping_bags']",['whole_milk'],0.0,0.5,2.99
"['vinegar', 'whole_milk']",['shopping_bags'],0.0,0.25,5.12
"['chicken', 'vinegar']",['whole_milk'],0.0,0.5,2.99
"['vinegar', 'whole_milk']",['chicken'],0.0,0.25,8.86
"['vinegar', 'soda']",['other_vegetables'],0.0,0.33,2.63
"['vinegar', 'other_vegetables']",['soda'],0.0,0.33,3.29
"['vinegar', 'other_vegetables']",['whole_milk'],0.0,0.33,1.99
"['vinegar', 'whole_milk']",['other_vegetables'],0.0,0.25,1.97
"['vinegar', 'other_vegetables']",['rolls/buns'],0.0,0.33,2.91
"['vinegar', 'rolls/buns']",['other_vegetables'],0.0,0.29,2.25
"['Instant_food_products', 'canned_beer']",['whole_milk'],0.0,1.0,5.98
"['Instant_food_products', 'whole_milk']",['canned_beer'],0.0,0.25,5.22
"['Instant_food_products', 'root_vegetables']",['tropical_fruit'],0.0,0.33,4.83
"['Instant_food_products', 'tropical_fruit']",['root_vegetables'],0.0,0.5,6.99
"['Instant_food_products', 'other_vegetables']",['whole_milk'],0.0,0.5,2.99
"['Instant_food_products', 'whole_milk']",['other_vegetables'],0.0,0.25,1.97
"['chocolate_marshmallow', 'domestic_eggs']",['whole_milk'],0.0,1.0,5.98
"['chocolate_marshmallow', 'sugar']",['whole_milk'],0.0,1.0,5.98
"['chocolate_marshmallow', 'citrus_fruit']",['whole_milk'],0.0,0.67,3.99
"['zwieback', 'whole_milk']",['berries'],0.0,0.29,13.07
"['zwieback', 'berries']",['whole_milk'],0.0,1.0,5.98
"['zwieback', 'other_vegetables']",['frankfurter'],0.0,0.22,5.73
"['zwieback', 'frankfurter']",['other_vegetables'],0.0,1.0,7.88
"['zwieback', 'brown_bread']",['whole_milk'],0.0,0.67,3.99
"['zwieback', 'whole_milk']",['brown_bread'],0.0,0.29,7.49
"['canned_beer', 'zwieback']",['sausage'],0.0,0.67,10.8
"['sausage', 'zwieback']",['canned_beer'],0.0,0.4,8.35
"['canned_beer', 'zwieback']","['sausage', 'whole_milk']",0.0,0.67,74.44
"['sausage', 'zwieback']","['canned_beer', 'whole_milk']",0.0,0.4,66.5
"['zwieback', 'whole_milk']","['canned_beer', 'sausage']",0.0,0.29,115.54
"['canned_beer', 'sausage', 'zwieback']",['whole_milk'],0.0,1.0,5.98
"['canned_beer', 'sausage', 'whole_milk']",['zwieback'],0.0,0.4,99.75
"['canned_beer', 'zwieback', 'whole_milk']",['sausage'],0.0,1.0,16.19
"['sausage', 'zwieback', 'whole_milk']",['canned_beer'],0.0,1.0,20.87
"['canned_beer', 'zwieback']",['whole_milk'],0.0,0.67,3.99
"['zwieback', 'whole_milk']",['canned_beer'],0.0,0.29,5.96
"['zwieback', 'whole_milk']",['domestic_eggs'],0.0,0.29,7.55
"['zwieback', 'domestic_eggs']",['whole_milk'],0.0,0.5,2.99
"['sausage', 'zwieback']",['soda'],0.0,0.4,3.95
"['zwieback', 'soda']",['sausage'],0.0,0.4,6.48
"['sausage', 'zwieback']",['whole_milk'],0.0,0.4,2.39
"['zwieback', 'whole_milk']",['sausage'],0.0,0.29,4.63
"['zwieback', 'other_vegetables']",['whole_milk'],0.0,0.22,1.33
"['zwieback', 'whole_milk']",['other_vegetables'],0.0,0.29,2.25
"['hamburger_meat', 'instant_coffee']",['yogurt'],0.0,0.67,7.48
"['yogurt', 'instant_coffee']",['hamburger_meat'],0.0,0.33,15.25
"['other_vegetables', 'instant_coffee']",['yogurt'],0.0,0.67,7.48
"['yogurt', 'instant_coffee']",['other_vegetables'],0.0,0.33,2.63
"['yogurt', 'instant_coffee']",['pastry'],0.0,0.33,6.36
"['instant_coffee', 'pastry']",['yogurt'],0.0,0.67,7.48
"['instant_coffee', 'margarine']",['whole_milk'],0.0,0.67,3.99
"['instant_coffee', 'whole_milk']",['margarine'],0.0,0.29,8.71
"['whipped/sour_cream', 'finished_products']",['curd'],0.0,0.4,11.64
"['curd', 'finished_products']",['whipped/sour_cream'],0.0,1.0,22.6
"['rolls/buns', 'finished_products']",['butter'],0.0,0.22,6.23
"['finished_products', 'butter']",['rolls/buns'],0.0,1.0,8.72
"['chocolate', 'finished_products']",['other_vegetables'],0.0,1.0,7.88
"['other_vegetables', 'finished_products']",['chocolate'],0.0,0.22,9.31
"['chocolate', 'finished_products']","['other_vegetables', 'whole_milk']",0.0,1.0,67.4
"['other_vegetables', 'finished_products']","['chocolate', 'whole_milk']",0.0,0.22,75.57
"['chocolate', 'other_vegetables', 'whole_milk']",['finished_products'],0.0,0.4,93.51
"['chocolate', 'other_vegetables', 'finished_products']",['whole_milk'],0.0,1.0,5.98
"['chocolate', 'whole_milk', 'finished_products']",['other_vegetables'],0.0,1.0,7.88
"['other_vegetables', 'whole_milk', 'finished_products']",['chocolate'],0.0,0.67,27.94
"['chocolate', 'finished_products']",['whole_milk'],0.0,1.0,5.98
"['onions', 'finished_products']",['pastry'],0.0,1.0,19.08
"['finished_products', 'pastry']",['onions'],0.0,0.67,32.7
"['finished_products', 'beef']",['whole_milk'],0.0,0.67,3.99
"['yogurt', 'finished_products']",['bottled_water'],0.0,0.6,9.62
"['bottled_water', 'finished_products']",['yogurt'],0.0,0.75,8.41
"['finished_products', 'tropical_fruit']",['whole_milk'],0.0,0.5,2.99
"['rolls/buns', 'finished_products']",['other_vegetables'],0.0,0.22,1.75
"['other_vegetables', 'finished_products']",['rolls/buns'],0.0,0.22,1.94
"['other_vegetables', 'finished_products']",['whole_milk'],0.0,0.33,1.99
"['whole_milk', 'finished_products']",['other_vegetables'],0.0,0.23,1.82
['finished_products'],['whole_milk'],0.0,0.2,1.22
"['candles', 'rolls/buns']",['curd'],0.0,0.33,9.7
"['candles', 'curd']",['rolls/buns'],0.0,1.0,8.72
"['candles', 'white_bread']",['sausage'],0.0,1.0,16.19
"['candles', 'sausage']",['white_bread'],0.0,0.33,13.78
"['candles', 'meat']",['tropical_fruit'],0.0,0.67,9.67
"['candles', 'tropical_fruit']",['meat'],0.0,0.4,23.56
"['candles', 'rolls/buns']",['other_vegetables'],0.0,0.33,2.63
"['candles', 'other_vegetables']",['rolls/buns'],0.0,0.4,3.49
"['candles', 'tropical_fruit']",['whole_milk'],0.0,0.4,2.39
"['candles', 'yogurt']",['whole_milk'],0.0,0.29,1.71
"['liquor_(appetizer)', 'specialty_chocolate']",['soda'],0.0,0.67,6.59
"['liquor_(appetizer)', 'coffee']",['sausage'],0.0,0.5,8.1
"['liquor_(appetizer)', 'sausage']",['coffee'],0.0,0.5,15.72
"['liquor_(appetizer)', 'tropical_fruit']",['whole_milk'],0.0,0.33,1.99
"['liquor_(appetizer)', 'yogurt']",['tropical_fruit'],0.0,0.33,4.83
"['liquor_(appetizer)', 'tropical_fruit']",['yogurt'],0.0,0.33,3.74
"['liquor_(appetizer)', 'yogurt']",['rolls/buns'],0.0,0.67,5.81
"['liquor_(appetizer)', 'rolls/buns']",['yogurt'],0.0,0.44,4.98
"['liquor_(appetizer)', 'rolls/buns']",['whole_milk'],0.0,0.22,1.33
"['sliced_cheese', 'dog_food']",['yogurt'],0.0,1.0,11.22
"['yogurt', 'dog_food']",['sliced_cheese'],0.0,0.25,17.64
