antecedent,consequent,support,confidence,lift
"['other_vegetables', 'sausage']","['prosecco', 'waffles', 'whole_milk']",0.0,0.02,166.24
"['other_vegetables', 'waffles']","['prosecco', 'sausage', 'whole_milk']",0.0,0.08,575.46
"['sausage', 'whole_milk']","['prosecco', 'other_vegetables', 'waffles']",0.0,0.01,111.66
"['waffles', 'whole_milk']","['prosecco', 'other_vegetables', 'sausage']",0.0,0.05,383.64
"['sausage', 'waffles']","['prosecco', 'other_vegetables', 'whole_milk']",0.0,0.17,1246.83
"['prosecco', 'other_vegetables', 'whole_milk']","['sausage', 'waffles']",0.0,1.0,1246.83
"['prosecco', 'other_vegetables', 'sausage']","['waffles', 'whole_milk']",0.0,1.0,383.64
"['prosecco', 'other_vegetables', 'waffles']","['sausage', 'whole_milk']",0.0,1.0,111.66
"['prosecco', 'sausage', 'whole_milk']","['other_vegetables', 'waffles']",0.0,1.0,575.46
"['prosecco', 'waffles', 'whole_milk']","['other_vegetables', 'sausage']",0.0,1.0,166.24
"['prosecco', 'sausage', 'waffles']","['other_vegetables', 'whole_milk']",0.0,1.0,67.4
"['other_vegetables', 'sausage', 'whole_milk']","['prosecco', 'waffles']",0.0,0.14,1068.71
"['other_vegetables', 'waffles', 'whole_milk']","['prosecco', 'sausage']",0.0,0.29,1068.71
"['other_vegetables', 'sausage', 'waffles']","['prosecco', 'whole_milk']",0.0,0.4,2992.4
"['sausage', 'waffles', 'whole_milk']","['prosecco', 'other_vegetables']",0.0,0.5,1870.25
"['prosecco', 'other_vegetables', 'sausage', 'whole_milk']",['waffles'],0.0,1.0,53.44
"['prosecco', 'other_vegetables', 'waffles', 'whole_milk']",['sausage'],0.0,1.0,16.19
"['prosecco', 'other_vegetables', 'sausage', 'waffles']",['whole_milk'],0.0,1.0,5.98
"['prosecco', 'sausage', 'waffles', 'whole_milk']",['other_vegetables'],0.0,1.0,7.88
"['other_vegetables', 'sausage', 'waffles', 'whole_milk']",['prosecco'],0.0,0.67,524.98
['prosecco'],"['other_vegetables', 'waffles', 'whole_milk']",0.0,0.11,224.99
"['prosecco', 'other_vegetables']","['waffles', 'whole_milk']",0.0,0.5,191.82
"['prosecco', 'waffles']","['other_vegetables', 'whole_milk']",0.0,1.0,67.4
"['prosecco', 'whole_milk']","['other_vegetables', 'waffles']",0.0,1.0,575.46
"['other_vegetables', 'waffles']","['prosecco', 'whole_milk']",0.0,0.08,575.46
"['waffles', 'whole_milk']","['prosecco', 'other_vegetables']",0.0,0.05,191.82
"['prosecco', 'other_vegetables', 'waffles']",['whole_milk'],0.0,1.0,5.98
"['prosecco', 'other_vegetables', 'whole_milk']",['waffles'],0.0,1.0,53.44
"['prosecco', 'waffles', 'whole_milk']",['other_vegetables'],0.0,1.0,7.88
"['other_vegetables', 'waffles', 'whole_milk']",['prosecco'],0.0,0.29,224.99
['prosecco'],"['sausage', 'waffles']",0.0,0.11,131.25
"['prosecco', 'sausage']",['waffles'],0.0,0.5,26.72
"['prosecco', 'waffles']",['sausage'],0.0,1.0,16.19
"['sausage', 'waffles']",['prosecco'],0.0,0.17,131.25
['prosecco'],"['sausage', 'waffles', 'whole_milk']",0.0,0.11,393.74
"['prosecco', 'sausage']","['waffles', 'whole_milk']",0.0,0.5,191.82
"['prosecco', 'waffles']","['sausage', 'whole_milk']",0.0,1.0,111.66
"['prosecco', 'whole_milk']","['sausage', 'waffles']",0.0,1.0,1246.83
"['sausage', 'waffles']","['prosecco', 'whole_milk']",0.0,0.17,1246.83
"['sausage', 'whole_milk']","['prosecco', 'waffles']",0.0,0.01,111.66
"['waffles', 'whole_milk']","['prosecco', 'sausage']",0.0,0.05,191.82
"['prosecco', 'sausage', 'waffles']",['whole_milk'],0.0,1.0,5.98
"['prosecco', 'sausage', 'whole_milk']",['waffles'],0.0,1.0,53.44
"['prosecco', 'waffles', 'whole_milk']",['sausage'],0.0,1.0,16.19
"['sausage', 'waffles', 'whole_milk']",['prosecco'],0.0,0.5,393.74
['prosecco'],"['waffles', 'whole_milk']",0.0,0.11,40.38
"['prosecco', 'waffles']",['whole_milk'],0.0,1.0,5.98
"['prosecco', 'whole_milk']",['waffles'],0.0,1.0,53.44
"['waffles', 'whole_milk']",['prosecco'],0.0,0.05,40.38
['prosecco'],['ice_cream'],0.0,0.11,6.94
['prosecco'],"['other_vegetables', 'ice_cream']",0.0,0.11,82.89
"['prosecco', 'other_vegetables']",['ice_cream'],0.0,0.5,32.96
"['prosecco', 'ice_cream']",['other_vegetables'],0.0,1.0,7.88
"['other_vegetables', 'ice_cream']",['prosecco'],0.0,0.11,82.89
['prosecco'],['whole_milk'],0.0,0.11,0.63
['prosecco'],"['other_vegetables', 'whole_milk']",0.0,0.11,7.09
"['prosecco', 'other_vegetables']",['whole_milk'],0.0,0.5,2.99
"['prosecco', 'whole_milk']",['other_vegetables'],0.0,1.0,7.88
['prosecco'],"['other_vegetables', 'sausage', 'whole_milk']",0.0,0.11,112.5
"['prosecco', 'other_vegetables']","['sausage', 'whole_milk']",0.0,0.5,55.83
"['prosecco', 'sausage']","['other_vegetables', 'whole_milk']",0.0,0.5,33.7
"['prosecco', 'whole_milk']","['other_vegetables', 'sausage']",0.0,1.0,166.24
"['other_vegetables', 'sausage']","['prosecco', 'whole_milk']",0.0,0.02,166.24
"['sausage', 'whole_milk']","['prosecco', 'other_vegetables']",0.0,0.01,55.83
"['prosecco', 'other_vegetables', 'sausage']",['whole_milk'],0.0,1.0,5.98
"['prosecco', 'other_vegetables', 'whole_milk']",['sausage'],0.0,1.0,16.19
"['prosecco', 'sausage', 'whole_milk']",['other_vegetables'],0.0,1.0,7.88
"['other_vegetables', 'sausage', 'whole_milk']",['prosecco'],0.0,0.14,112.5
['prosecco'],"['sausage', 'whole_milk']",0.0,0.11,11.75
"['prosecco', 'sausage']",['whole_milk'],0.0,0.5,2.99
"['prosecco', 'whole_milk']",['sausage'],0.0,1.0,16.19
"['sausage', 'whole_milk']",['prosecco'],0.0,0.01,11.75
['prosecco'],['soda'],0.0,0.11,1.04
['prosecco'],['beverages'],0.0,0.11,6.27
['prosecco'],['pot_plants'],0.0,0.11,13.35
['pot_plants'],['prosecco'],0.0,0.02,13.35
['prosecco'],['other_vegetables'],0.0,0.21,1.66
['prosecco'],"['other_vegetables', 'sausage']",0.0,0.11,17.5
"['prosecco', 'other_vegetables']",['sausage'],0.0,0.5,8.1
"['prosecco', 'sausage']",['other_vegetables'],0.0,0.5,3.94
"['other_vegetables', 'sausage']",['prosecco'],0.0,0.02,17.5
['prosecco'],['sausage'],0.0,0.21,3.41
['skin_care'],['citrus_fruit'],0.0,0.1,1.84
['skin_care'],['root_vegetables'],0.0,0.1,1.4
['skin_care'],['domestic_eggs'],0.0,0.1,2.64
['skin_care'],"['other_vegetables', 'domestic_eggs']",0.0,0.1,28.23
"['other_vegetables', 'domestic_eggs']",['skin_care'],0.0,0.04,28.23
"['other_vegetables', 'skin_care']",['domestic_eggs'],0.0,0.67,17.62
"['domestic_eggs', 'skin_care']",['other_vegetables'],0.0,1.0,7.88
['skin_care'],['tropical_fruit'],0.0,0.1,1.45
['skin_care'],['other_vegetables'],0.0,0.15,1.18
['skin_care'],['rolls/buns'],0.0,0.15,1.31
['soap'],['other_vegetables'],0.0,0.1,0.79
['soap'],['pastry'],0.0,0.1,1.91
['soap'],['whole_milk'],0.0,0.1,0.6
['soap'],['tropical_fruit'],0.0,0.1,1.45
['soap'],"['tropical_fruit', 'whole_milk']",0.0,0.1,12.16
"['soap', 'whole_milk']",['tropical_fruit'],0.0,1.0,14.5
"['tropical_fruit', 'whole_milk']",['soap'],0.0,0.02,12.16
"['soap', 'tropical_fruit']",['whole_milk'],0.0,1.0,5.98
['soap'],['rolls/buns'],0.0,0.1,0.87
['soap'],['berries'],0.0,0.15,6.86
['syrup'],['citrus_fruit'],0.0,0.1,1.75
['syrup'],['soda'],0.0,0.1,0.94
['syrup'],['oil'],0.0,0.1,6.33
['syrup'],['pip_fruit'],0.0,0.1,1.92
['syrup'],['tropical_fruit'],0.0,0.1,1.38
['syrup'],"['tropical_fruit', 'whole_milk']",0.0,0.1,11.58
"['syrup', 'whole_milk']",['tropical_fruit'],0.0,0.33,4.83
"['tropical_fruit', 'whole_milk']",['syrup'],0.0,0.02,11.58
"['syrup', 'tropical_fruit']",['whole_milk'],0.0,1.0,5.98
['syrup'],['curd'],0.0,0.1,2.77
['syrup'],['other_vegetables'],0.0,0.14,1.13
['syrup'],['newspapers'],0.0,0.14,3.59
['syrup'],['pastry'],0.0,0.14,2.73
['syrup'],['whole_milk'],0.0,0.29,1.71
['canned_fruit'],['other_vegetables'],0.0,0.1,0.75
['canned_fruit'],['sausage'],0.0,0.1,1.54
['canned_fruit'],"['sausage', 'whole_milk']",0.0,0.1,10.63
"['canned_fruit', 'sausage']",['whole_milk'],0.0,1.0,5.98
"['canned_fruit', 'whole_milk']",['sausage'],0.0,0.33,5.4
"['sausage', 'whole_milk']",['canned_fruit'],0.0,0.01,10.63
['canned_fruit'],['specialty_chocolate'],0.0,0.1,5.94
['canned_fruit'],['soda'],0.0,0.14,1.41
['canned_fruit'],"['soda', 'whole_milk']",0.0,0.1,8.19
"['canned_fruit', 'soda']",['whole_milk'],0.0,0.67,3.99
"['canned_fruit', 'whole_milk']",['soda'],0.0,0.33,3.29
"['soda', 'whole_milk']",['canned_fruit'],0.0,0.01,8.19
['canned_fruit'],['pip_fruit'],0.0,0.14,2.87
['canned_fruit'],['onions'],0.0,0.14,7.01
['canned_fruit'],['whole_milk'],0.0,0.29,1.71
['nut_snack'],['canned_beer'],0.0,0.09,1.9
['nut_snack'],['bottled_beer'],0.0,0.09,1.98
['nut_snack'],['root_vegetables'],0.0,0.09,1.27
['nut_snack'],['newspapers'],0.0,0.09,2.28
['nut_snack'],"['yogurt', 'newspapers']",0.0,0.09,31.63
"['nut_snack', 'yogurt']",['newspapers'],0.0,0.5,12.55
"['nut_snack', 'newspapers']",['yogurt'],0.0,1.0,11.22
"['yogurt', 'newspapers']",['nut_snack'],0.0,0.05,31.63
['nut_snack'],['other_vegetables'],0.0,0.09,0.72
['nut_snack'],"['other_vegetables', 'yogurt']",0.0,0.09,11.24
"['nut_snack', 'other_vegetables']",['yogurt'],0.0,1.0,11.22
"['nut_snack', 'yogurt']",['other_vegetables'],0.0,0.5,3.94
"['other_vegetables', 'yogurt']",['nut_snack'],0.0,0.02,11.24
['nut_snack'],['sliced_cheese'],0.0,0.09,6.42
['nut_snack'],['napkins'],0.0,0.09,4.06
['nut_snack'],['berries'],0.0,0.09,4.16
['nut_snack'],['chicken'],0.0,0.09,3.22
['nut_snack'],['condensed_milk'],0.0,0.09,13.88
['condensed_milk'],['nut_snack'],0.0,0.02,13.88
['nut_snack'],['cream_cheese_'],0.0,0.09,3.8
['nut_snack'],"['cream_cheese_', 'curd']",0.0,0.09,136.02
"['nut_snack', 'cream_cheese_']",['curd'],0.0,1.0,29.11
"['nut_snack', 'curd']",['cream_cheese_'],0.0,1.0,41.79
"['cream_cheese_', 'curd']",['nut_snack'],0.0,0.2,136.02
['nut_snack'],['curd'],0.0,0.09,2.65
['nut_snack'],['bottled_water'],0.0,0.14,2.19
['nut_snack'],['soda'],0.0,0.18,1.8
['nut_snack'],['yogurt'],0.0,0.18,2.04
['nut_snack'],['whole_milk'],0.0,0.18,1.09
['abrasive_cleaner'],['whipped/sour_cream'],0.0,0.09,2.05
['abrasive_cleaner'],['frozen_vegetables'],0.0,0.09,3.2
['abrasive_cleaner'],['pip_fruit'],0.0,0.09,1.83
['abrasive_cleaner'],['yogurt'],0.0,0.09,1.02
['abrasive_cleaner'],['beef'],0.0,0.09,2.64
['abrasive_cleaner'],['frozen_meals'],0.0,0.09,5.4
['abrasive_cleaner'],['soda'],0.0,0.09,0.9
['abrasive_cleaner'],['meat'],0.0,0.09,5.36
['abrasive_cleaner'],['other_vegetables'],0.0,0.14,1.07
['abrasive_cleaner'],['whole_milk'],0.0,0.14,0.82
['organic_sausage'],['pip_fruit'],0.0,0.09,1.83
['organic_sausage'],['pastry'],0.0,0.09,1.73
['organic_sausage'],['bottled_water'],0.0,0.09,1.46
['organic_sausage'],['yogurt'],0.0,0.09,1.02
['organic_sausage'],['tropical_fruit'],0.0,0.09,1.32
['organic_sausage'],['rolls/buns'],0.0,0.09,0.79
['organic_sausage'],['whipped/sour_cream'],0.0,0.14,3.08
['organic_sausage'],['other_vegetables'],0.0,0.18,1.43
['tidbits'],['berries'],0.0,0.09,4.16
['tidbits'],['whole_milk'],0.0,0.09,0.54
['tidbits'],['cat_food'],0.0,0.09,7.68
['cat_food'],['tidbits'],0.0,0.01,7.68
['tidbits'],['rolls/buns'],0.0,0.09,0.79
['tidbits'],['yogurt'],0.0,0.09,1.02
['tidbits'],['other_vegetables'],0.0,0.14,1.07
['tidbits'],['coffee'],0.0,0.14,4.29
['potato_products'],['frankfurter'],0.0,0.09,2.24
['potato_products'],"['other_vegetables', 'frankfurter']",0.0,0.09,16.9
"['other_vegetables', 'potato_products']",['frankfurter'],0.0,0.5,12.9
"['other_vegetables', 'frankfurter']",['potato_products'],0.0,0.03,16.9
"['potato_products', 'frankfurter']",['other_vegetables'],0.0,1.0,7.88
['potato_products'],['canned_beer'],0.0,0.09,1.81
['potato_products'],['oil'],0.0,0.09,5.78
['potato_products'],['whole_milk'],0.0,0.09,0.52
['potato_products'],['root_vegetables'],0.0,0.09,1.21
['potato_products'],['rolls/buns'],0.0,0.09,0.76
['potato_products'],['other_vegetables'],0.0,0.17,1.37
['snack_products'],['other_vegetables'],0.0,0.07,0.58
['snack_products'],['frozen_vegetables'],0.0,0.07,2.61
['snack_products'],['citrus_fruit'],0.0,0.07,1.36
['snack_products'],['root_vegetables'],0.0,0.07,1.03
['snack_products'],['whipped/sour_cream'],0.0,0.07,1.67
['snack_products'],['pork'],0.0,0.07,1.96
['snack_products'],['sausage'],0.0,0.11,1.8
['snack_products'],"['rolls/buns', 'sausage']",0.0,0.07,13.85
"['rolls/buns', 'sausage']",['snack_products'],0.0,0.03,13.85
"['rolls/buns', 'snack_products']",['sausage'],0.0,0.5,8.1
"['sausage', 'snack_products']",['rolls/buns'],0.0,0.67,5.81
['snack_products'],['whole_milk'],0.0,0.11,0.66
['snack_products'],['tropical_fruit'],0.0,0.11,1.61
['snack_products'],['rolls/buns'],0.0,0.15,1.29
['snack_products'],['soda'],0.0,0.19,1.83
['tea'],['hygiene_articles'],0.0,0.07,5.33
['tea'],['yogurt'],0.0,0.07,0.83
['tea'],['shopping_bags'],0.0,0.07,1.52
['tea'],['frozen_vegetables'],0.0,0.07,2.61
['tea'],['berries'],0.0,0.07,3.39
['cat_food'],['tea'],0.0,0.01,6.26
['tea'],['cat_food'],0.0,0.07,6.26
['cat_food'],"['frozen_vegetables', 'tea']",0.0,0.01,84.53
['tea'],"['frozen_vegetables', 'cat_food']",0.0,0.07,184.72
"['frozen_vegetables', 'cat_food']",['tea'],0.0,0.33,184.72
"['frozen_vegetables', 'tea']",['cat_food'],0.0,1.0,84.53
"['cat_food', 'tea']",['frozen_vegetables'],0.0,1.0,35.2
['tea'],['pork'],0.0,0.07,1.96
['tea'],['bottled_water'],0.0,0.07,1.19
['tea'],['hamburger_meat'],0.0,0.07,3.39
['tea'],['beef'],0.0,0.07,2.15
['tea'],['sausage'],0.0,0.07,1.2
['tea'],['soda'],0.0,0.11,1.1
['fish'],['cream_cheese_'],0.0,0.07,2.88
['fish'],['UHT-milk'],0.0,0.07,3.19
['fish'],['hard_cheese'],0.0,0.07,4.69
['fish'],['specialty_chocolate'],0.0,0.07,4.3
['fish'],['meat'],0.0,0.07,4.06
['fish'],['rolls/buns'],0.0,0.07,0.6
['fish'],['fruit/vegetable_juice'],0.0,0.07,1.99
['fish'],['sausage'],0.0,0.07,1.12
['fish'],['whole_milk'],0.0,0.07,0.41
['fish'],['bottled_beer'],0.0,0.07,1.5
['fish'],['root_vegetables'],0.0,0.1,1.45
['fish'],['tropical_fruit'],0.0,0.1,1.5
['fish'],['canned_beer'],0.0,0.1,2.16
['fish'],['chocolate'],0.0,0.1,4.34
['fish'],['soda'],0.0,0.1,1.02
['fish'],"['other_vegetables', 'soda']",0.0,0.07,7.12
"['fish', 'other_vegetables']",['soda'],0.0,0.5,4.94
"['fish', 'soda']",['other_vegetables'],0.0,0.67,5.26
"['other_vegetables', 'soda']",['fish'],0.0,0.01,7.12
['fish'],['other_vegetables'],0.0,0.14,1.09
['artif._sweetener'],['rolls/buns'],0.0,0.07,0.6
['artif._sweetener'],['ham'],0.0,0.07,4.03
['artif._sweetener'],['bottled_water'],0.0,0.07,1.11
['artif._sweetener'],"['soda', 'bottled_water']",0.0,0.07,14.33
"['soda', 'bottled_water']",['artif._sweetener'],0.0,0.03,14.33
"['soda', 'artif._sweetener']",['bottled_water'],0.0,0.29,4.58
"['bottled_water', 'artif._sweetener']",['soda'],0.0,1.0,9.88
['artif._sweetener'],['butter'],0.0,0.07,1.93
['artif._sweetener'],['grapes'],0.0,0.07,4.69
['artif._sweetener'],['napkins'],0.0,0.07,3.08
['artif._sweetener'],['frankfurter'],0.0,0.07,1.78
['artif._sweetener'],['misc._beverages'],0.0,0.07,4.34
['artif._sweetener'],['shopping_bags'],0.0,0.07,1.41
['artif._sweetener'],['tropical_fruit'],0.0,0.07,1.0
['herbs'],['artif._sweetener'],0.0,0.01,6.49
['artif._sweetener'],['herbs'],0.0,0.07,6.49
['artif._sweetener'],['curd'],0.0,0.07,2.01
['artif._sweetener'],['sugar'],0.0,0.07,3.89
['artif._sweetener'],['salty_snack'],0.0,0.07,3.66
['artif._sweetener'],['other_vegetables'],0.0,0.1,0.82
['artif._sweetener'],"['other_vegetables', 'whole_milk']",0.0,0.07,4.65
"['other_vegetables', 'artif._sweetener']",['whole_milk'],0.0,0.67,3.99
"['artif._sweetener', 'whole_milk']",['other_vegetables'],0.0,0.25,1.97
['artif._sweetener'],['sausage'],0.0,0.1,1.68
['artif._sweetener'],['domestic_eggs'],0.0,0.1,2.73
['artif._sweetener'],['soda'],0.0,0.24,2.39
['artif._sweetener'],['whole_milk'],0.0,0.28,1.65
['specialty_fat'],['newspapers'],0.0,0.07,1.73
['specialty_fat'],['bottled_water'],0.0,0.07,1.11
['specialty_fat'],['root_vegetables'],0.0,0.07,0.96
['specialty_fat'],['tropical_fruit'],0.0,0.07,1.0
['specialty_fat'],['pip_fruit'],0.0,0.07,1.39
['specialty_fat'],['hard_cheese'],0.0,0.07,4.69
['specialty_fat'],['rolls/buns'],0.0,0.07,0.6
['specialty_fat'],['frankfurter'],0.0,0.07,1.78
['specialty_fat'],['whipped/sour_cream'],0.0,0.07,1.56
['specialty_fat'],['condensed_milk'],0.0,0.07,10.53
['condensed_milk'],['specialty_fat'],0.0,0.02,10.53
['specialty_fat'],['bottled_beer'],0.0,0.07,1.5
['specialty_fat'],['white_wine'],0.0,0.07,5.86
['white_wine'],['specialty_fat'],0.0,0.01,5.86
['specialty_fat'],['beef'],0.0,0.1,3.0
['specialty_fat'],['whole_milk'],0.0,0.1,0.62
['specialty_fat'],['domestic_eggs'],0.0,0.1,2.73
['specialty_fat'],['other_vegetables'],0.0,0.1,0.82
['light_bulbs'],['waffles'],0.0,0.07,3.69
['light_bulbs'],['butter'],0.0,0.07,1.93
['light_bulbs'],['frozen_vegetables'],0.0,0.07,2.43
['light_bulbs'],['other_vegetables'],0.0,0.07,0.54
['light_bulbs'],['bottled_water'],0.0,0.07,1.11
['light_bulbs'],['whipped/sour_cream'],0.0,0.07,1.56
['light_bulbs'],['yogurt'],0.0,0.07,0.77
['light_bulbs'],['fruit/vegetable_juice'],0.0,0.07,1.99
['light_bulbs'],['long_life_bakery_product'],0.0,0.07,3.84
['light_bulbs'],['pastry'],0.0,0.07,1.32
['light_bulbs'],['citrus_fruit'],0.0,0.1,1.91
['light_bulbs'],['canned_beer'],0.0,0.1,2.16
['light_bulbs'],"['canned_beer', 'whole_milk']",0.0,0.07,11.47
"['canned_beer', 'whole_milk']",['light_bulbs'],0.0,0.02,11.47
"['light_bulbs', 'whole_milk']",['canned_beer'],0.0,0.29,5.96
"['canned_beer', 'light_bulbs']",['whole_milk'],0.0,0.67,3.99
['light_bulbs'],['sausage'],0.0,0.1,1.68
['light_bulbs'],['rolls/buns'],0.0,0.14,1.2
['light_bulbs'],['whole_milk'],0.0,0.24,1.44
['kitchen_towels'],['bottled_beer'],0.0,0.07,1.45
['kitchen_towels'],['pastry'],0.0,0.07,1.27
['kitchen_towels'],['whole_milk'],0.0,0.07,0.4
['kitchen_towels'],['shopping_bags'],0.0,0.07,1.36
['kitchen_towels'],['root_vegetables'],0.0,0.07,0.93
['kitchen_towels'],['yogurt'],0.0,0.07,0.75
['kitchen_towels'],['canned_beer'],0.0,0.07,1.39
['kitchen_towels'],['sausage'],0.0,0.07,1.08
['kitchen_towels'],['beef'],0.0,0.07,1.93
